(080)61123756,98448 86633,16-09-2016 11:51:00,9
(080)46772413,(04344)211113,16-09-2016 12:23:32,9
(080)20227149,(080)39991213,16-09-2016 13:18:58,9
81519 62015,93430 54160,16-09-2016 15:41:53,9
(044)41581342,97429 02055,16-09-2016 15:56:54,9
94485 80091,84312 48999,16-09-2016 17:26:22,9
(080)63623429,97422 22278,16-09-2016 20:00:20,9
96569 95359,78138 93826,16-09-2016 22:15:04,9
78136 65840,74066 93594,16-09-2016 23:51:34,9
87146 31956,97384 69866,17-09-2016 06:02:05,9
87146 31956,(080)68104927,17-09-2016 07:46:43,9
(080)64431120,(080)60068611,17-09-2016 08:11:44,9
(080)61419142,(080)41203315,17-09-2016 11:11:28,9
92423 51078,(080)25863765,17-09-2016 13:37:10,9
(080)20227149,(080)39991213,17-09-2016 16:46:38,9
90087 42537,(080)35121497,17-09-2016 19:15:30,9
(080)20227149,(080)39991213,17-09-2016 22:15:33,9
(080)32255824,(080)62164823,17-09-2016 22:48:41,9
78133 71458,70127 59322,18-09-2016 06:20:51,9
78295 65598,84313 45689,18-09-2016 10:55:49,9
97414 97237,87146 58071,18-09-2016 11:03:55,9
(080)45687418,93414 19669,18-09-2016 11:24:59,9
97403 49292,93435 98939,18-09-2016 19:25:10,9
(080)49796269,(080)33251027,18-09-2016 19:33:47,9
93428 98469,(080)66044294,18-09-2016 22:58:52,9
(080)66857551,(040)66729318,18-09-2016 23:30:18,9
(040)26738737,90194 00845,19-09-2016 11:34:16,9
98454 07778,97421 07528,19-09-2016 22:55:23,9
96566 40412,90352 50054,19-09-2016 23:59:30,9
98447 62998,(080)46304537,20-09-2016 10:18:25,9
(080)33118033,93427 40118,20-09-2016 11:36:15,9
(080)25863765,(022)66911540,20-09-2016 13:08:30,9
94002 85593,(080)65023950,20-09-2016 14:25:26,9
(080)35538852,98446 78140,20-09-2016 14:46:53,9
93428 11808,96565 52272,20-09-2016 15:53:07,9
(080)22759842,(080)43562014,20-09-2016 17:14:08,9
97424 21092,(080)69609453,20-09-2016 18:01:44,9
(080)39991213,94495 34273,21-09-2016 07:35:12,9
92411 96415,93435 21961,21-09-2016 10:34:37,9
97414 97237,87146 58071,21-09-2016 12:13:46,9
74066 31484,98454 90038,21-09-2016 14:15:20,9
97448 02140,(022)34715405,21-09-2016 17:26:09,9
87149 75762,97447 92655,21-09-2016 18:43:45,9
81513 30231,(080)30231886,21-09-2016 20:26:27,9
97384 69866,87146 31956,21-09-2016 21:44:57,9
92423 51078,(080)25863765,22-09-2016 06:22:12,9
90368 72970,94001 07403,22-09-2016 15:07:23,9
(04344)615310,(080)69104549,22-09-2016 16:12:58,9
99007 06998,(0821)3602212,22-09-2016 17:01:32,9
96569 95359,78138 93826,22-09-2016 17:13:00,9
(080)60062475,83013 85044,22-09-2016 21:26:52,9
97380 60551,97380 86781,22-09-2016 22:31:32,9
96569 95359,(080)69564399,22-09-2016 23:15:47,9
98446 66723,97422 22278,22-09-2016 23:22:37,9
81525 12041,90356 11723,23-09-2016 07:39:14,9
90192 87313,(080)33251027,23-09-2016 11:19:13,9
93434 31551,(080)31982490,23-09-2016 12:12:29,9
(080)60068611,99001 95783,23-09-2016 16:51:41,9
94482 95223,97425 92186,23-09-2016 17:01:57,9
(044)27641880,97416 18084,23-09-2016 20:02:05,9
90361 52679,94486 40312,23-09-2016 20:25:47,9
74066 31484,98454 90038,23-09-2016 20:38:51,9
90368 72970,94001 07403,23-09-2016 21:03:25,9
(04344)228249,98453 46196,23-09-2016 21:16:30,9
90193 61937,(022)66911540,23-09-2016 23:22:23,9
97448 02140,(022)34715405,24-09-2016 12:06:02,9
98454 07778,93412 66159,24-09-2016 12:09:52,9
97385 70012,94497 44333,24-09-2016 12:29:52,9
(080)47459867,98440 65896,24-09-2016 13:49:23,9
98453 46196,(04344)228249,24-09-2016 15:55:07,9
90193 16567,(04344)649705,24-09-2016 16:46:51,9
94489 82688,(033)25441815,24-09-2016 18:06:03,9
(022)38214945,94006 62384,24-09-2016 19:22:43,9
(080)62164823,(022)22288051,24-09-2016 22:13:20,9
90197 69887,99610 89720,24-09-2016 22:26:21,9
93427 56500,(044)24037112,25-09-2016 10:37:33,9
78295 20931,(080)35987804,25-09-2016 12:47:30,9
92424 51984,78299 99223,25-09-2016 20:21:14,9
97395 95120,94490 65627,25-09-2016 21:01:39,9
90365 06212,(080)45291968,26-09-2016 06:35:35,9
(0821)4753474,97404 90013,26-09-2016 06:39:25,9
93426 76415,(080)20123809,26-09-2016 07:52:06,9
(080)25863765,(022)66911540,26-09-2016 09:35:02,9
(044)38044356,(04546)267875,26-09-2016 11:26:01,9
(044)25144377,78993 89387,26-09-2016 12:35:27,9
93427 56500,(044)24037112,26-09-2016 12:44:01,9
(04344)615310,(080)69104549,26-09-2016 13:36:04,9
74066 93594,(080)62164823,26-09-2016 16:43:56,9
90192 30758,(080)64431120,26-09-2016 18:56:07,9
90366 69257,(0821)6141380,26-09-2016 19:01:06,9
97399 92703,78136 42599,26-09-2016 23:52:21,9
90355 10919,81510 47188,27-09-2016 09:59:49,9
74065 10917,90198 03659,27-09-2016 10:08:29,9
97406 74488,90358 98099,27-09-2016 10:31:32,9
97385 70012,94497 44333,27-09-2016 12:04:33,9
(080)33251027,97386 37259,27-09-2016 12:32:44,9
97446 95253,97428 35959,27-09-2016 13:59:30,9
(080)43685310,(080)29435303,27-09-2016 14:39:02,9
97406 74488,92411 96415,27-09-2016 14:53:45,9
(080)69564399,96569 95359,27-09-2016 16:39:47,9
(022)47410783,93412 26084,27-09-2016 18:24:13,9
87144 42283,98458 13389,27-09-2016 21:22:34,9
97429 02055,81510 47188,27-09-2016 22:41:53,9
99610 89720,90197 69887,28-09-2016 07:30:57,9
90197 24124,99612 41256,28-09-2016 08:34:23,9
(080)41712046,97410 27512,28-09-2016 09:09:40,9
(04546)218519,(080)46304537,28-09-2016 11:26:56,9
98454 90038,74066 31484,28-09-2016 14:45:22,9
97385 70012,94497 44333,28-09-2016 16:56:15,9
78993 89387,(044)25144377,28-09-2016 20:37:24,9
(022)47410783,93412 26084,28-09-2016 21:16:52,9
(0471)4255177,74298 85702,28-09-2016 22:47:12,9
93432 65750,(080)35986130,29-09-2016 08:18:45,9
(080)44046839,(080)62342282,29-09-2016 15:06:42,9
90199 67471,94482 22716,29-09-2016 16:30:21,9
(080)22759842,(080)43562014,29-09-2016 21:49:20,9
(080)66044294,93428 98469,29-09-2016 23:41:05,9
97425 79921,(0471)2953539,30-09-2016 07:43:09,9
(080)33251027,97386 37259,30-09-2016 10:03:14,9
(080)43685310,92415 66985,30-09-2016 13:48:49,9
97403 49292,93435 98939,30-09-2016 14:33:19,9
94485 80091,84312 48999,30-09-2016 18:05:59,9
97419 41164,94487 29969,5/9/16 7:40,10
1409421631,(0471)2953539,8/9/16 19:18,10
1408672243,81522 26166,10/9/16 10:17,10
97424 22395,(022)29303640,12/9/16 15:25,10
1400481538,(080)69104549,12/9/16 18:09,10
1408371942,81529 57063,16-09-2016 19:10:58,10
92421 64236,(080)35538852,17-09-2016 23:46:35,10
1409668775,94487 29969,18-09-2016 12:58:59,10
77956 90632,78132 18081,22-09-2016 18:28:43,10
1404368883,98442 73671,23-09-2016 17:50:04,10
1408672243,97392 29513,23-09-2016 18:36:56,10
98453 86521,93410 56456,26-09-2016 06:43:36,10
1408371942,77950 18278,26-09-2016 13:29:31,10
1403579926,97381 67759,29-09-2016 15:35:39,10
1409421631,90351 35947,29-09-2016 18:08:47,10
(0471)2953539,(022)44927512,5/9/16 12:32,11
97419 90520,(08214175)358,14-09-2016 06:25:51,11
97424 21092,(080)69609453,15-09-2016 15:10:45,11
92415 66985,(080)43685310,18-09-2016 10:26:29,11
94001 07403,90368 72970,30-09-2016 19:08:22,11
(080)32255824,(080)62164823,1/9/16 9:57,12
78132 18081,77956 90632,5/9/16 14:35,12
90198 03659,74065 10917,11/9/16 7:12,12
78290 99865,89071 31755,25-09-2016 19:50:02,12
97390 23922,90359 52497,26-09-2016 16:56:29,12
1407539117,(040)20512985,2/9/16 15:39,13
1408672243,(044)41581342,3/9/16 19:04,13
1404368883,(080)22759842,12/9/16 19:04,13
(080)44357306,90199 91061,18-09-2016 23:38:11,13
(044)49481100,(080)69245029,7/9/16 23:53,14
98447 62998,(080)46304537,12/9/16 17:04,14
(080)43562014,(080)32390650,16-09-2016 17:48:55,14
77956 90632,78132 18081,25-09-2016 22:25:13,14
(04344)322628,97427 87999,5/9/16 15:25,15
97414 62784,81522 26166,6/9/16 21:39,15
1408672243,(0821)3774599,13-09-2016 11:02:56,15
93432 65750,92425 27794,25-09-2016 13:48:21,15
93432 65750,92425 27794,25-09-2016 19:35:43,15
(040)36649724,97426 64618,1/9/16 19:00,16
97420 86635,90193 20957,8/9/16 12:24,16
1408371942,78130 36804,23-09-2016 16:53:43,16
(080)43562014,(080)22759842,28-09-2016 17:57:45,16
(080)32390650,98445 27876,11/9/16 7:06,17
90359 79636,70121 27677,11/9/16 20:20,17
97402 57057,(080)45547058,12/9/16 8:59,17
98446 66723,83019 53227,15-09-2016 23:17:05,17
90199 67471,90351 49472,24-09-2016 09:46:45,17
97404 90013,(0821)4753474,29-09-2016 18:09:20,17
98453 46196,(04344)228249,30-09-2016 19:52:49,17
(080)25863765,(022)28952819,5/9/16 11:25,18
98444 95768,99003 47921,7/9/16 7:56,18
93430 54160,(04344)615310,28-09-2016 12:42:53,18
90082 61126,90366 69257,5/9/16 21:42,19
90088 09624,94480 64700,11/9/16 11:00,19
90359 52497,(0824)2145844,17-09-2016 17:44:42,19
(080)44076727,97415 99182,18-09-2016 11:00:24,19
90366 69257,(0821)6141380,18-09-2016 23:34:33,19
(080)62963633,98443 99204,23-09-2016 18:09:24,19
(080)35121497,90351 35947,29-09-2016 18:23:43,19
(080)61123756,(080)47459867,3/9/16 12:03,20
78293 91304,98448 86633,6/9/16 15:18,20
98440 68457,95264 40233,9/9/16 6:50,20
87144 42283,98458 13389,19-09-2016 11:40:40,20
97403 09983,90198 03659,19-09-2016 11:41:18,20
97449 50000,95269 20533,24-09-2016 20:10:46,20
97399 92703,97421 07528,25-09-2016 18:16:35,20
(080)62164823,74066 93594,14-09-2016 10:33:23,21
(022)45444747,92426 65661,16-09-2016 23:18:26,21
70129 62374,98441 32533,13-09-2016 09:06:56,22
90196 73585,(044)49868415,24-09-2016 16:21:11,22
92411 96415,93435 21961,28-09-2016 14:42:55,22
94489 72078,92415 91418,3/9/16 7:02,23
(080)43215621,(080)47459867,11/9/16 14:14,23
(022)62120910,97411 71155,16-09-2016 16:41:33,23
98444 95768,90194 08626,17-09-2016 15:45:08,23
(080)40362016,94491 29500,29-09-2016 16:57:29,23
1400481538,(022)29303640,2/9/16 13:32,24
97399 92703,97421 07528,3/9/16 19:10,24
99612 41256,90197 24124,7/9/16 19:49,24
(080)21652896,(040)26738737,10/9/16 15:11,24
97399 92703,97421 07528,13-09-2016 22:44:18,24
97424 53609,97385 70012,14-09-2016 15:48:56,24
90193 16567,(04344)649705,21-09-2016 07:51:15,24
1408409918,(022)38214945,21-09-2016 16:22:12,24
1400481538,(080)43562014,26-09-2016 17:59:42,24
90362 07317,92413 38675,27-09-2016 09:37:47,24
(0471)2953539,97425 79921,27-09-2016 23:30:42,24
90082 61126,90366 69257,3/9/16 16:53,25
94482 95223,97425 92186,9/9/16 21:29,25
1408371942,98447 63400,15-09-2016 15:39:17,25
(044)69775060,78134 03625,26-09-2016 06:38:10,25
(080)30270642,97380 86781,14-09-2016 13:22:38,26
(040)34008657,(080)43562014,15-09-2016 09:14:07,26
74292 23928,(0471)2953539,18-09-2016 16:35:52,26
(011)68486606,(080)32255824,20-09-2016 21:08:58,26
94488 97308,(080)21697299,21-09-2016 21:51:13,26
92411 96415,93435 21961,22-09-2016 10:04:24,26
(080)47459867,98440 65896,23-09-2016 11:32:36,26
78290 99865,89071 31755,29-09-2016 19:13:56,26
1407539117,98459 44682,30-09-2016 15:23:18,26
(044)49481100,(080)69245029,11/9/16 21:50,27
94482 95223,97425 92186,21-09-2016 19:27:16,27
90355 49499,(080)37913009,24-09-2016 23:40:07,27
(080)60068611,99001 95783,29-09-2016 12:27:23,27
90359 79636,70121 27677,1/9/16 15:09,28
94001 62063,(080)33251027,3/9/16 17:52,28
(022)22288051,(080)62164823,12/9/16 23:34,28
1402316533,97385 70012,18-09-2016 11:34:34,28
97380 60551,97414 35000,27-09-2016 06:04:34,28
90365 51029,94499 38099,27-09-2016 08:39:58,28
93427 56500,98447 12671,1/9/16 7:03,29
(080)41336994,97406 93118,10/9/16 22:29,29
99003 88572,(080)46304537,13-09-2016 19:48:58,29
(044)24037112,93427 56500,13-09-2016 19:58:33,29
97384 69866,87146 31956,21-09-2016 16:33:47,29
98448 87878,90366 36573,23-09-2016 21:46:08,29
97393 52893,(022)40840621,27-09-2016 15:08:27,29
99003 47921,98444 95768,9/9/16 23:35,30
70121 27677,90359 79636,15-09-2016 15:06:05,30
94490 65627,97395 95120,17-09-2016 17:05:57,30
99001 95783,78298 02848,21-09-2016 15:31:08,30
93428 11808,97406 06245,29-09-2016 23:59:21,30
97384 69866,87146 31956,30-09-2016 07:49:04,30
(0471)2953539,(022)44927512,2/9/16 14:04,31
(022)40840621,97393 52893,2/9/16 16:53,31
(080)23802940,98445 71741,2/9/16 17:31,31
87146 31956,(080)68104927,10/9/16 8:56,31
78298 02848,99001 95783,10/9/16 21:49,31
93432 65750,92425 27794,13-09-2016 21:04:32,31
81513 30231,90365 06212,17-09-2016 22:13:54,31
93427 56500,98447 12671,4/9/16 6:25,32
(044)27523585,93432 24657,7/9/16 21:41,32
98453 46196,(04344)228249,8/9/16 14:08,32
(080)33251027,90192 87313,13-09-2016 06:09:31,32
(080)46304537,84313 80377,13-09-2016 06:59:03,32
(044)30727085,92414 22596,14-09-2016 19:30:33,32
(0821)3537229,77956 90632,16-09-2016 12:31:29,32
1409421631,90192 87313,25-09-2016 18:53:48,32
(044)49481100,(080)69245029,25-09-2016 22:07:14,32
1409994233,(080)64436158,1/9/16 16:21,33
98440 68457,95264 40233,4/9/16 6:51,33
98444 95768,99003 47921,6/9/16 11:42,33
97424 22395,(022)47410783,17-09-2016 21:21:25,33
90087 42537,(080)35121497,18-09-2016 16:36:39,33
90088 09624,94480 64700,27-09-2016 18:03:35,33
74064 66270,(080)47999451,27-09-2016 21:27:45,33
98453 94494,78130 00821,30-09-2016 08:51:40,33
(044)41581342,97429 02055,12/9/16 8:10,34
90356 11723,(044)69775060,15-09-2016 11:27:00,34
(080)65275591,98442 73671,23-09-2016 09:19:37,34
1403072432,(011)21017178,26-09-2016 15:17:33,34
(080)34121098,95267 70383,27-09-2016 18:33:27,34
1400481538,95269 55869,30-09-2016 10:01:54,34
(080)43685310,92415 66985,2/9/16 22:11,35
1408371942,(080)40395498,4/9/16 16:23,35
90082 61126,90366 69257,13-09-2016 16:50:32,35
99617 25274,(040)66729318,14-09-2016 21:18:25,35
1404073047,93439 85886,17-09-2016 12:56:53,35
(080)66857551,(040)66729318,17-09-2016 13:43:21,35
97391 99665,90368 72970,19-09-2016 12:05:15,35
99002 80226,90085 20915,6/9/16 6:48,36
98447 62998,(080)46304537,8/9/16 22:01,36
78133 71458,70127 59322,11/9/16 7:03,36
74065 10917,90198 03659,19-09-2016 09:53:31,36
90089 69682,89076 07067,19-09-2016 19:56:40,36
98447 12671,93427 56500,25-09-2016 15:19:25,36
90198 03659,74065 10917,8/9/16 12:04,37
99612 41256,90197 24124,16-09-2016 19:06:45,37
1402316533,97406 74488,17-09-2016 18:51:48,37
(04546)267875,(044)38044356,18-09-2016 13:28:18,37
97406 74488,92411 96415,23-09-2016 08:22:08,37
90087 42537,(080)35121497,8/9/16 10:53,38
93432 65750,(080)20123809,9/9/16 17:32,38
81522 26166,(080)46566171,13-09-2016 07:31:31,38
(022)46574732,98444 63396,16-09-2016 17:19:37,38
90197 38885,98445 85687,20-09-2016 10:10:49,38
(080)65275591,98442 73671,1/9/16 23:23,39
90365 51029,97380 60551,4/9/16 7:16,39
90085 20915,99002 80226,4/9/16 17:01,39
(080)29435303,(080)43685310,10/9/16 23:09,39
(080)45291968,90365 06212,12/9/16 21:00,39
(080)43562014,(080)32390650,18-09-2016 16:29:13,39
92415 91418,94489 72078,21-09-2016 12:20:37,39
(080)22816760,90088 09624,23-09-2016 13:35:52,39
1404073047,98454 59941,10/9/16 17:35,40
90359 52497,(0824)2145844,12/9/16 12:32,40
93427 56500,98447 12671,16-09-2016 16:29:48,40
(080)45291968,94482 95223,21-09-2016 06:54:58,40
(080)29483476,90368 95100,21-09-2016 10:05:19,40
92426 72402,97416 29480,21-09-2016 22:36:03,40
90351 35947,(080)35121497,24-09-2016 20:26:28,40
93422 47940,90084 16988,8/9/16 13:10,41
90355 94399,98452 19037,16-09-2016 22:15:47,41
1408672243,90196 73585,18-09-2016 10:19:44,41
97424 22395,(022)29303640,20-09-2016 15:30:20,41
97380 86781,(080)30270642,21-09-2016 13:15:52,41
81519 62015,93430 54160,2/9/16 10:01,42
93412 26084,(022)47410783,7/9/16 6:34,42
1408409918,(04546)218519,7/9/16 15:11,42
87146 31956,97384 69866,11/9/16 11:21,42
97424 21092,98451 87493,11/9/16 13:20,42
78290 99865,89071 31755,14-09-2016 10:32:56,42
1409994233,(080)64819785,24-09-2016 14:00:12,42
1400481538,(044)25144377,25-09-2016 09:41:38,42
97427 87999,(04344)322628,13-09-2016 14:16:11,43
98448 86633,78293 91304,17-09-2016 07:40:20,43
(080)47459867,98440 65896,21-09-2016 09:45:08,43
84313 80377,(080)46304537,26-09-2016 09:08:57,43
90197 24124,99612 41256,26-09-2016 22:50:28,43
(0471)2953539,(022)44927512,3/9/16 7:51,44
98446 66723,97422 22278,11/9/16 12:15,44
1402316533,95267 64394,13-09-2016 15:56:04,44
(044)24037112,93427 56500,15-09-2016 15:31:47,44
(080)35986130,(080)44389098,22-09-2016 06:26:48,44
(080)35986130,(080)44389098,4/9/16 15:01,45
98444 16192,(022)28765220,11/9/16 16:27,45
94005 20878,(080)49328664,24-09-2016 08:51:59,45
97406 74488,92411 96415,27-09-2016 07:31:31,45
1407539117,97443 06352,29-09-2016 16:53:10,45
1408371942,81529 57063,1/9/16 10:17,46
94497 44333,97385 70012,1/9/16 12:15,46
(040)69695864,97406 93118,7/9/16 12:06,46
92415 91418,94489 72078,9/9/16 14:35,46
1409421631,(080)63559298,11/9/16 18:07,46
(080)69104549,(04344)615310,12/9/16 22:26,46
97389 12538,90352 50054,17-09-2016 11:30:13,46
(080)49796269,(080)33251027,20-09-2016 11:17:35,46
90194 00845,97416 17124,20-09-2016 21:33:22,46
(080)20123809,93426 76415,22-09-2016 09:38:56,46
78993 89387,(044)25144377,23-09-2016 08:24:44,46
(04546)388977,89071 50880,23-09-2016 15:43:18,46
(04344)316423,(080)67362492,24-09-2016 07:24:12,46
93427 56500,98447 12671,28-09-2016 08:54:48,46
1408672243,83040 21802,29-09-2016 17:25:32,46
(044)69775060,78134 03625,5/9/16 8:47,47
74065 10917,90198 03659,7/9/16 23:40,47
78293 38561,(080)21129907,12/9/16 21:33,47
94489 95536,94492 23068,20-09-2016 19:35:19,47
(0471)2225098,97406 06245,25-09-2016 17:24:25,47
(04344)615310,93430 54160,25-09-2016 21:22:24,47
90084 16988,93422 47940,27-09-2016 12:10:50,47
1404073047,78993 92058,28-09-2016 13:07:57,47
78295 60375,93410 98013,5/9/16 19:39,48
94488 97308,(080)21697299,17-09-2016 19:31:16,48
(080)25863765,(022)28952819,29-09-2016 19:01:19,48
(022)21884607,90083 59148,30-09-2016 21:13:54,48
96565 52272,93428 11808,5/9/16 8:40,49
74066 31484,98454 90038,6/9/16 9:31,49
77956 90632,(0821)3537229,6/9/16 17:04,49
(04546)388977,89071 50880,10/9/16 11:10,49
(0824)6366719,94497 77615,13-09-2016 06:58:17,49
(0821)4753474,97404 90013,21-09-2016 22:57:12,49
97416 29480,92426 72402,25-09-2016 19:13:23,49
78299 99223,92424 51984,29-09-2016 06:49:26,49
1408371942,(080)63442225,30-09-2016 10:10:01,49
(0471)2953539,97425 79921,2/9/16 8:30,50
98459 20681,99001 95783,6/9/16 21:14,50
1404787681,99613 05278,9/9/16 13:03,50
(080)46221576,78295 48262,12/9/16 16:25,50
90365 06212,81513 30231,22-09-2016 12:26:58,50
74298 18325,(022)34715405,26-09-2016 06:49:08,50
99003 47921,98444 95768,29-09-2016 06:19:29,50
90088 09624,(080)22816760,29-09-2016 19:36:11,50
99001 95783,98459 20681,6/9/16 17:35,51
1408672243,99007 06998,10/9/16 9:48,51
97414 97237,87146 58071,14-09-2016 22:00:35,51
78135 69048,(011)21017178,22-09-2016 15:51:42,51
(080)49796269,(080)33251027,23-09-2016 14:11:47,51
1407539117,97402 57057,26-09-2016 19:21:30,51
98458 94162,(080)32638303,30-09-2016 14:46:48,51
78138 93826,90359 99240,6/9/16 10:30,52
(080)37913009,90355 49499,15-09-2016 21:44:29,52
(080)44357306,90199 91061,15-09-2016 22:48:21,52
1403072432,90198 03659,18-09-2016 17:58:34,52
97385 70012,97424 53609,6/9/16 23:34,53
97421 07528,97399 92703,10/9/16 11:19,53
(080)35121497,90087 42537,14-09-2016 22:24:36,53
1408409918,98448 72117,1/9/16 12:33,54
90352 50054,97389 12538,1/9/16 22:26,54
1409994233,(080)32255824,3/9/16 17:27,54
97415 99182,(080)44076727,10/9/16 21:49,54
90194 00845,97416 17124,14-09-2016 07:18:58,54
99003 88572,(080)46304537,18-09-2016 16:01:39,54
98458 94162,(080)32638303,30-09-2016 19:34:49,54
(044)69775060,90356 11723,8/9/16 9:14,55
